-9.295370,-46.289830
-9.296256,-46.290516
-9.297624,-46.291460
-9.298369,-46.292010
-9.299093,-46.292182
-9.299576,-46.292182
-9.301848,-46.291741
-9.302351,-46.291816
-9.302703,-46.291859
-9.303085,-46.291891
-9.303286,-46.291923
-9.303186,-46.291901
-9.303809,-46.292148
-9.304292,-46.292524
-9.304806,-46.292942
-9.305289,-46.293371
-9.305751,-46.293650
-9.306486,-46.294155
-9.306647,-46.294240
-9.307513,-46.294916
-9.308247,-46.295388
-9.308519,-46.295635
-9.308056,-46.295850
-9.307311,-46.296171
-9.306768,-46.296407
-9.306245,-46.296665
-9.305430,-46.296965
-9.304283,-46.297427
-9.303810,-46.297609
-9.302884,-46.297995
-9.302029,-46.298371
-9.300821,-46.298875
-9.299936,-46.299175
-9.299272,-46.299444
-9.298668,-46.299712
-9.297782,-46.300023
-9.296967,-46.300270
-9.296283,-46.300624
-9.295609,-46.300903
-9.294713,-46.301386
-9.293848,-46.301718
-9.292922,-46.301986
-9.292117,-46.302373
-9.291372,-46.302630
-9.290668,-46.302920
-9.290124,-46.303199
-9.289078,-46.303628
-9.288031,-46.304014
-9.286914,-46.304132
-9.286180,-46.303918
-9.285385,-46.303403
-9.284962,-46.303049
-9.284087,-46.302566
-9.283060,-46.302040
-9.282114,-46.301793
-9.281480,-46.301675
-9.280242,-46.301547
-9.278612,-46.301375
-9.278994,-46.300924
-9.279981,-46.300152
-9.280967,-46.299283
-9.281389,-46.298993
-9.281550,-46.298317
-9.282205,-46.298382
-9.282778,-46.297845
-9.283463,-46.297319
-9.284127,-46.296761
-9.285153,-46.296010
-9.286381,-46.294852
-9.286884,-46.294294
-9.287971,-46.293736
-9.289158,-46.292770
-9.290950,-46.291311
-9.292922,-46.289595
-9.294230,-46.289316
-9.295518,-46.290002
-9.296444,-46.290646
-9.297128,-46.291054
-9.297974,-46.291569
-9.298960,-46.292148
-9.299704,-46.292191
