-19.295370,-46.289830
-19.296256,-46.290516
-19.297624,-46.291460
-19.298369,-46.292010
-19.299093,-46.292182
-19.299576,-46.292182
-19.301848,-46.291741
-19.302351,-46.291816
-19.302703,-46.291859
-19.303085,-46.291891
-19.303286,-46.291923
-19.303186,-46.291901
-19.303809,-46.292148
-19.304292,-46.292524
-19.304806,-46.292942
-19.305289,-46.293371
-19.305751,-46.293650
-19.306486,-46.294155
-19.306647,-46.294240
-19.307513,-46.294916
-19.308247,-46.295388
-19.308519,-46.295635
-19.308056,-46.295850
-19.307311,-46.296171
-19.306768,-46.296407
-19.306245,-46.296665
-19.305430,-46.296965
-19.304283,-46.297427
-19.303810,-46.297609
-19.302884,-46.297995
-19.302029,-46.298371
-19.300821,-46.298875
-19.299936,-46.299175
-19.299272,-46.299444
-19.298668,-46.299712
-19.297782,-46.300023
-19.296967,-46.300270
-19.296283,-46.300624
-19.295609,-46.300903
-19.294713,-46.301386
-19.293848,-46.301718
-19.292922,-46.301986
-19.292117,-46.302373
-19.291372,-46.302630
-19.290668,-46.302920
-19.290124,-46.303199
-19.289078,-46.303628
-19.288031,-46.304014
-19.286914,-46.304132
-19.286180,-46.303918
-19.285385,-46.303403
-19.284962,-46.303049
-19.284087,-46.302566
-19.283060,-46.302040
-19.282114,-46.301793
-19.281480,-46.301675
-19.280242,-46.301547
-19.278612,-46.301375
-19.278994,-46.300924
-19.279981,-46.300152
-19.280967,-46.299283
-19.281389,-46.298993
-19.281550,-46.298317
-19.282205,-46.298382
-19.282778,-46.297845
-19.283463,-46.297319
-19.284127,-46.296761
-19.285153,-46.296010
-19.286381,-46.294852
-19.286884,-46.294294
-19.287971,-46.293736
-19.289158,-46.292770
-19.290950,-46.291311
-19.292922,-46.289595
-19.294230,-46.289316
-19.295518,-46.290002
-19.296444,-46.290646
-19.297128,-46.291054
-19.297974,-46.291569
-19.298960,-46.292148
-19.299704,-46.292191
